,0
2699,Armor:Heavy robe of dull black cloth with subtle flecks of gold (2)
2700,Armor:Heavy robe of pale blue cloth with silver scrollwork (1)
2701,Armor:Heavy robe of pale blue cloth with silver scrollwork (2)
2702,Armor:Heavy roughspun cap displaying errant pieces of straw poking out of the seams
2703,Armor:Heavy roughspun hauberk edged in gingham
2704,Armor:Heavy roughspun mask with exposed bits of straw padding
2705,Armor:Heavy shadowleaf cowl fringed in blackened bone shards
2706,Armor:Heavy silvered plate armor
2707,Armor:Heavy sleeves of spiral-braided silk adorned with dangling crow charms
2708,Armor:Heavy steel greaves worked to a high polish
2709,Armor:Heavy traveling cloak of thick leather painted with a bright smiley face
2710,Armor:Heavy white scholar's robe emblazed with the crest of the Asemath Academy
2711,Armor:Heavy windsteel greaves encased in icesteel
2712,Armor:Heavy woolen dress
2713,Armor:Heavy workgloves crafted with woven straw decorations around the wrists
2714,Armor:Heavy working gloves
2715,Armor:Helei leather cowl patterned with sanguine steelsilk
2716,Armor:Helei leather greaves reinforced with steelsilk
2717,Armor:Helei leather vambraces reinforced with steelsilk
2718,Armor:Heliotrope kokona reed armor over flatted lilac-hued reed plates
2719,Armor:Helm
2720,Armor:Helm hideously designed like a fleshless skull
2721,Armor:Helm of crimson steel and black iron fashioned into the visage of a bellowing horned beast
2722,Armor:Helm of pitted steel fashioned into a skull and jawbone with enormous curving horns
2723,Armor:Hide breastplate
2724,Armor:Highly detailed leather Lyras mask
2725,Armor:Highly polished ceremonial battle plate with leaf-patterned layers of gold filigree
2726,Armor:Highly polished handguards etched with an intricate ivy pattern
2727,Armor:Highly polished jousting plate edged with dark leather straps
2728,Armor:Highly polished plate armor edged in gold with an embossed image of a raven across the breastplate
2729,Armor:Highly polished plate emblazoned with a golden stylized sun
2730,Armor:Highly polished silvery plate embossed with a vivid dragon
2731,Armor:Hooded bearskin cloak
2732,Armor:Hooded cloak
2733,Armor:Hooded Cloak
2734,Armor:Hooded leather mask stitched together with dark rawhide
2735,Armor:Hooded silverweave cowl lined with softened nightmare black leather
2736,Armor:Horned barrel helm
2737,Armor:Horned great helm
2738,Armor:Horned great helm painted with an intense eagle-like visage (1)
2739,Armor:Horned great helm painted with an intense eagle-like visage (2)
2740,Armor:Horned helm covered with red enamelled plates
2741,Armor:Horned helmet
2742,Armor:Horned leather helm with black-tipped horns
2743,Armor:Horse-like mask with leather tipped ears at the top (1)
2744,Armor:Horse-like mask with leather tipped ears at the top (2)
2745,Armor:Huge rusty hauberk
2746,Armor:Huge steel hauberk painted across the chest with a crossbow crushing a boulder
2747,Armor:Hulking battle plate embellished with inlays of kertig
2748,Armor:Hunting leathers (large)
2749,Armor:Hunting leathers (medium)
2750,Armor:Hunting leathers (small)
2751,Armor:Hunting leathers decorated with purple handprints
2752,Armor:Icesteel armor frosted with moonsilver
2753,Armor:Icesteel bar-mail hauberk inscribed with numerous glowing sigils
2754,Armor:Icesteel cuirass inlaid with labyrinthine moonsilver
2755,Armor:Icesteel gauntlets engraved with animite lion claws
2756,Armor:Icesteel gauntlets inlaid with moonsilver auroras
2757,Armor:Icesteel mask with diamond hide straps
2758,Armor:Icesteel sallet decorated with an animite lion
2759,Armor:Icesteel vambraces embedded with blades of hiromin
2760,Armor:Icesteel-rimed gauntlets embedded with winter emeralds
2761,Armor:Imbricated chain greaves
2762,Armor:Imbricated chain greaves awash with iridescent sunset hues
2763,Armor:Imbricated chain hood
2764,Armor:Imbricated chain hood edged with versicolor links
2765,Armor:Imbricated chain shirt
2766,Armor:Imbricated mail gloves
2767,Armor:Imbricated steel scale mail
2768,Armor:Imbricated versicolor chain shirt
2769,Armor:Imperial banded-mail hauberk (crafted)
2770,Armor:Imperial battle helm
2771,Armor:Imperial hauberk (bone)
2772,Armor:Imperial plate (crafted)
2773,Armor:Imperial ringmail hauberk (crafted)
2774,Armor:Imperial weave mask dyed with shadowy camouflage
2775,Armor:Imperial weave pants dyed with shadowy camouflage
2776,Armor:Imperial weave ritualist's gloves with embroidered gold eyes on the palms
2777,Armor:Imperial weave ritualist's sleeves draping from scarab-shaped spaulders
2778,Armor:Imperial weave vest dyed with shadowy camouflage
2779,Armor:Imposing plate armor fashioned to mimic weathered granite
2780,Armor:Improvised leather mask
2781,Armor:Indigo turban with dangling silver stars (1)
2782,Armor:Indigo turban with dangling silver stars (2)
2783,Armor:Inky black diacan chain greaves embossed with feathers
2784,Armor:Inky black diacan chain shirt mantled with dark feathers
2785,Armor:Insulated black wool pants trimmed with gold silk ribbon
2786,Armor:Insulated gloves (crafted)
2787,Armor:Insulated hauberk made from worsted electroweave
2788,Armor:Insulated mask (crafted)
2789,Armor:Insulated white gloves
2790,Armor:Insulated white gloves (2)
2791,Armor:Insulated white mask painted with a hawk's face
2792,Armor:Insulated white mask painted with a hawk's face (2)
2793,Armor:Insulated white robe painted with shamanic symbols
2794,Armor:Insulated white robe painted with shamanic symbols (2)
2795,Armor:Intricately constructed ribbed bone robe decorated with obsidian
2796,Armor:Iridescent diacan chain balaclava crested with inky black feathers
2797,Armor:Iron gauntlets deeply engraved with stylized lions
2798,Armor:Iron-banded leather helm
2799,Armor:Iron-bound pitted steel great helm with spiraling bone horns
2800,Armor:Iron-mesh crinnet adorned with a single gold coin
2801,Armor:Iron-mesh flanchard lined with thick scarlet cloth
2802,Armor:Iron-studded leather coat
2803,Armor:Iron-studded leather helm
2804,Armor:Islander's insulated pants belted with murchban vines
2805,Armor:Islander's insulated shirt patterned with moonstained wildflowers
2806,Armor:Islander's padded pants belted with bleeding heart vines
2807,Armor:Islander's padded shirt patterned with king proteas
2808,Armor:Ivory leather mask edged with brown owl feathers
2809,Armor:Ivory-fanged black leucro mask
2810,Armor:Ivory-fanged leather cougar mask
2811,Armor:Jadeleaf-padded chainmail balaclava with greenish grey muracite links
2812,Armor:Jeweled butterfly mask
2813,Armor:Jousting plate with a bright orange x across the breastplate
2814,Armor:Kaleidoscopic mail gloves embellished with milky white thealstones
2815,Armor:Khaddar gloves with heavy padding along their backs
2816,Armor:Khaki silk insulated gloves reinforced with leather
2817,Armor:Kiralan bar-mail hauberk fitted with elaborate coral pauldrons
2818,Armor:Kiralan chainmail helm crowned with a rendition of a shark's jawbone
2819,Armor:Kiralan chainmail vest bearing all of the hues of the ocean depths
2820,Armor:Kiralan mail gloves edged in shark's teeth
2821,Armor:Kiralan mail pants with spiked kneeguards
2822,Armor:Kitchen pot helm
2823,Armor:Kitchen pot helm painted with a winged pig
2824,Armor:Knee-length blue robe
2825,Armor:Laced mail chausses
2826,Armor:Lacquered black chainmail
2827,Armor:Lacquered black heavy plate
2828,Armor:Lacquered black leathers
2829,Armor:Lacquered black light plate
2830,Armor:Lamellar armor
2831,Armor:Lamellar cap (crafted)
2832,Armor:Lamellar gloves (crafted)
2833,Armor:Lamellar greaves (crafted)
2834,Armor:Lamellar hauberk (crafted)
2835,Armor:Lamellar hauberk crafted of enamelled bronze
2836,Armor:Lamellar hauberk made from oravir-steel alloy and secured with electroweave
2837,Armor:Lamellar hauberk with large steel plates fastened horizontally around the torso
2838,Armor:Lamellar helm with a horse hair tail that cascades down the back
2839,Armor:Lamellar mask (crafted)
2840,Armor:Laminar hauberk (crafted)
2841,Armor:Laminated breastplate
2842,Armor:Laminated chain mail
2843,Armor:Laminated hauberk
2844,Armor:Large jacket
2845,Armor:Large plate gauntlets engraved with crossed lightning bolts
2846,Armor:Layered black leather armor embossed with sinuous Eth'ral'khh
2847,Armor:Layered dark steel armor carved with an intricate scale pattern
2848,Armor:Leaf-encrusted leather armor (1)
2849,Armor:Leaf-encrusted leather armor (2)
2850,Armor:Leaf-encrusted leather gloves (1)
2851,Armor:Leaf-encrusted leather gloves (2)
2852,Armor:Leaf-encrusted leather helm (1)
2853,Armor:Leaf-encrusted leather helm (2)
2854,Armor:Leather armbands
2855,Armor:Leather armwraps
2856,Armor:Leather aventail
2857,Armor:Leather belt
2858,Armor:Leather Breastplate
2859,Armor:Leather breastplate
2860,Armor:Leather breastplate smeared with painted tribal markings
2861,Armor:Leather brigandine
2862,Armor:Leather coat (1)
2863,Armor:Leather coat (2)
2864,Armor:Leather coat clasped with salt-stained buckles
2865,Armor:Leather coif
2866,Armor:Leather cowl
2867,Armor:Leather cowl adorned with bits of foliage
2868,Armor:Leather cowl covered with swollen pustules
2869,Armor:Leather cowl designed to resemble a sewn-up face
2870,Armor:Leather cowl edged in bone beadwork
2871,Armor:Leather cowl studded by tomiek blade spiders
2872,Armor:Leather crinnet with a mane of nightingale feathers
2873,Armor:Leather crupper pyrographed with a map of the Blasted Plains
2874,Armor:Leather cuirbouilli coat
2875,Armor:Leather dueling gauntlets tooled to resemble black panther paws with fire-gilded claws
2876,Armor:Leather feather-tufted armguards
2877,Armor:Leather forearm guards
2878,Armor:Leather gauntlets embossed with a single flame
2879,Armor:Leather gloves
2880,Armor:Leather gloves edged in braided cloth
2881,Armor:Leather gloves embossed with flames
2882,Armor:Leather gloves reinforced with iron bands
2883,Armor:Leather greaves
2884,Armor:Leather greaves with bronze studs
2885,Armor:Leather helm
2886,Armor:Leather helm plumed with vibrant red feathers
2887,Armor:Leather hooded cobra mask
2888,Armor:Leather jacket
2889,Armor:Leather jerkin (1)
2890,Armor:Leather jerkin (2)
2891,Armor:Leather legbands
2892,Armor:Leather long gauntlets
2893,Armor:Leather mask decorated with a row of steel studs along the edge
2894,Armor:Leather mask embossed with flames
2895,Armor:Leather mask sculpted to resemble a dragon's maw
2896,Armor:Leather reinforced aventail
2897,Armor:Leather Reinforced Helm
2898,Armor:Leather reinforced helm
2899,Armor:Leather reinforced helm painted with flames above each ear
2900,Armor:Leather reinforced tasset
2901,Armor:Leather riding gloves etched with lightning bolts from hem to fingertips
2902,Armor:Leather riding gloves tooled with lightning bolts
2903,Armor:Leather robes embossed with rising flames
2904,Armor:Leather scarecrow mask
2905,Armor:Leather tasset
2906,Armor:Leather Vambraces
2907,Armor:Leather vambraces
2908,Armor:Leather vambraces with heavy brass buckles
2909,Armor:Leather varare
2910,Armor:Leather white raven mask embroidered with ebon clef notes
2911,Armor:Leather-palmed canvas sailmaker's gloves
2912,Armor:Leathers (1)
2913,Armor:Leathers (2)
2914,Armor:Legbands (1)
2915,Armor:Leonine plate chanfron made of gilded steel
2916,Armor:Light backplate (crafted)
2917,Armor:Light breastplate (crafted)
2918,Armor:Light chain balaclava with an interlinked basketweave pattern
2919,Armor:Light chain gloves with an interlinked basketweave pattern
2920,Armor:Light chain greaves with an interlinked basketweave pattern
2921,Armor:Light chain shirt of Gnomish proportions
2922,Armor:Light chain shirt with an interlinked basketweave pattern
2923,Armor:Light field plate (crafted)
2924,Armor:Light fire-blackened hauberk embellished with a flame pattern of golden links
2925,Armor:Light full plate
2926,Armor:Light full plate (crafted)
2927,Armor:Light full plate heavily augmented with clockwork gears
2928,Armor:Light gauntlets engraved with wispy cobwebs
2929,Armor:Light half plate (crafted)
2930,Armor:Light half plate engraved with wispy cobwebs
2931,Armor:Light plate aventail
2932,Armor:Light plate aventail (crafted)
2933,Armor:Light plate cuirass (crafted)
2934,Armor:Light plate fauld (crafted)
2935,Armor:Light plate gauntlets (crafted)
2936,Armor:Light plate gauntlets augmented with small gears and wires
2937,Armor:Light plate gauntlets engraved with wispy cobwebs
2938,Armor:Light plate greaves
2939,Armor:Light plate greaves (crafted)
2940,Armor:Light plate greaves engraved with wispy cobwebs
2941,Armor:Light plate mask
2942,Armor:Light plate mask (crafted)
2943,Armor:Light plate sallet engraved with wispy cobwebs
2944,Armor:Light plate sallet with hollowed bone horns
2945,Armor:Light plate sleeves (crafted)
2946,Armor:Light plate vambraces (crafted)
2947,Armor:Light plated claw guards set with obsidian claws
2948,Armor:Light tan coat with lapels bearing Gnomish insignia
2949,Armor:Lightened chain shirt
2950,Armor:Lightened plate boots chased with an ornate thistle pattern
2951,Armor:Lightly-oiled rugged leathers
2952,Armor:Lightweight camouflage netting scattered with clinging dead leaves
2953,Armor:Lightweight chainmail robe of shifting shades of blued-steel
2954,Armor:Lightweight leather cowl embellished with a fan of murder crow feathers
2955,Armor:Lightweight leather gloves patterned with a feathery coal-black design
2956,Armor:Lightweight leathers patterned with a feathery coal-black design
2957,Armor:Lightweight void-black half plate chased in quelium flames
2958,Armor:Lightweight void-black sallet chased in quelium flames
2959,Armor:Lined cloak
2960,Armor:Lined Cloak
2961,Armor:Lion's-head visored helm
2962,Armor:Long battle gambeson (crafted)
2963,Armor:Long black canvas executioner's hood
2964,Armor:Long black canvas hangman's hood
2965,Armor:Long black leather executioner's hood
2966,Armor:Long black leather hangman's hood
2967,Armor:Long cerulean padded silk robe with gold stitching
2968,Armor:Long dusky green jacket lined with dull brass buttons (1)
2969,Armor:Long dusky green jacket lined with dull brass buttons (2)
2970,Armor:Long kelp linen coat affixed with chiton brigandine
2971,Armor:Loosely-draped grey robe of chain-lined Elothean silk
2972,Armor:Low brimmed brown leather hat
2973,Armor:Lunated plate
2974,Armor:Lustrous blued field plate etched and gilded with foliate strapwork bands
2975,Armor:Lustrous blued-steel mitten gauntlets with gilded foliate scrollwork etched on the cuffs
2976,Armor:Lustrous blued-steel sallet accented with gilded foliate scrollwork
2977,Armor:Lustrous ceremonial plate with obsidian chips hammered into the image of a warhorse
2978,Armor:Luxurious sanguinai longcoat fastened with blood rubies
2979,Armor:Luxurious silvery moonsilk shirt buttoned with starstones
2980,Armor:Magnificently crested helmet of polished bronze plates
2981,Armor:Mail armor formed of rich purple links
2982,Armor:Mail aventail (crafted)
2983,Armor:Mail balaclava (crafted)
2984,Armor:Mail balaclava of agonite decorated with a filigreed silversteel overlay
2985,Armor:Mail cap (crafted)
2986,Armor:Mail gauntlets
2987,Armor:Mail gauntlets edged in green rencate nagas
2988,Armor:Mail gauntlets edged in silver-gilt links (1)
2989,Armor:Mail gauntlets edged in silver-gilt links (2)
2990,Armor:Mail gauntlets painted to resemble rotting flesh
2991,Armor:Mail gloves
2992,Armor:Mail gloves (crafted)
2993,Armor:Mail gloves with black decorations
2994,Armor:Mail greaves (crafted)
2995,Armor:Mail hauberk
2996,Armor:Mail hauberk (crafted)
2997,Armor:Mail hauberk covered with a ragged camouflage tabard bearing red insignia
2998,Armor:Mail helm (crafted)
2999,Armor:Mail jerkin
3000,Armor:Mail lorica (crafted)
3001,Armor:Mail mantle (crafted)
3002,Armor:Mail mask (crafted)
3003,Armor:Mail mask with black painting
3004,Armor:Mail mitts
3005,Armor:Mail robe (crafted)
3006,Armor:Mail robe with a painted symbol on the chest
3007,Armor:Mail shirt (crafted)
3008,Armor:Mail shirt assembled from corroded copper rings
3009,Armor:Mail sleeves (crafted)
3010,Armor:Mail sleeves of squared agonite links padded with a light armure lining
3011,Armor:Mail tasset (crafted)
3012,Armor:Mail vambraces (crafted)
3013,Armor:Mail vest (crafted)
3014,Armor:Mail-draped boots crafted in a very tall style
3015,Armor:Majestic feathered eagle mask
3016,Armor:Majestic feathered mask
3017,Armor:Majestic kiralan full plate with sweeping lightning amethyst inset pauldrons
3018,Armor:Makeshift breastplate of overlapping metal cafeteria trays
3019,Armor:Makeshift cloth hauberk made from tightly braided bedsheets
3020,Armor:Makeshift leather greaves
3021,Armor:Makeshift mining helm fashioned from a steel cookpot
3022,Armor:Malachite-hued hunting leathers etched with stylized lisianthus blossoms
3023,Armor:Malleated bronze hauberk
3024,Armor:Malleated gauntlets (1)
3025,Armor:Malleated gauntlets (2)
3026,Armor:Malleated steel hauberk
3027,Armor:Mane-like plate crinnet
3028,Armor:Maned helm of enameled steel (1)
3029,Armor:Maned helm of enameled steel (2)
3030,Armor:Marbled onyx-hide leathers with fitted amethyst seams
3031,Armor:Marbrinus quilted hauberk wrought in hues of black and grey
3032,Armor:Mask crafted from a large yellowed bear skull
3033,Armor:Mask of pallid links stitched to moonspun silk padding
3034,Armor:Massive full plate (crafted)
3035,Armor talk:Massive full plate (crafted)
3036,Armor:Massive mail hauberk (crafted)
3037,Armor:Massive plate armor
3038,Armor:Massive plate armor covered in a tangle of rust streaks
3039,Armor:Massive plate armor formed of jagged interlocking plates
3040,Armor:Massive tel'athi battle armor with a lush viridian estrildite set into the chestplate
3041,Armor:Matte black chain hauberk with articulated leather pauldrons
3042,Armor:Matte black gauntlets elaborately embellished with overlays of golden filigree
3043,Armor:Matte black great helm with a panther's head visor
3044,Armor:Matte black kau leathers edged with gold trim around the seams
3045,Armor:Matte black leathers emblazoned with a steel and hematite crest of the Barbarian's guild
3046,Armor:Matte black mail hauberk adorned with cougar claws around the yoke
3047,Armor:Matte black ring mail forged with irregularly spaced steel links
3048,Armor:Matte black woven reed breastplate
3049,Armor:Matte black woven reed gauntlets
3050,Armor:Matte black woven reed greaves
3051,Armor:Matte black woven reed mask
3052,Armor:Matte black woven reed vambraces
3053,Armor:Matte chocolate-hued kau leathers edged with gold trim around the seams
3054,Armor:Matte ebony field plate armor accented with a hematite insignia
3055,Armor:Matte ebony heavy plate gauntlets inset with a hematite ornament
3056,Armor:Matte ebony visored helm set with a carved hematite
3057,Armor:Matte orchid-hued kau leathers edged with gold trim around the seams
3058,Armor:Matte sepia kau leathers with intricate azure outlining
3059,Armor:Matte-black chain hauberk
3060,Armor:Medium armor
3061,Armor:Pair of mesh gauntlets shaped to resemble an owl's talons
3062,Armor:Pair of mesh handguards
3063,Armor:Mesh robe
3064,Armor:Metal armet
3065,Armor:Metal Breastplate
3066,Armor:Metal breastplate
3067,Armor:Metal breastplate etched with a patinaed naga
3068,Armor:Metal breastplate etched with a rising phoenix (1)
3069,Armor:Metal breastplate etched with a rising phoenix (2)
3070,Armor:Metal chain aventail
3071,Armor:Metal chain balaclava
3072,Armor:Metal chain gloves
3073,Armor:Metal chain greaves
3074,Armor:Metal chain hauberk
3075,Armor:Metal chain helm
3076,Armor:Metal chain mask
3077,Armor:Metal chain shirt
3078,Armor:Metal chain tasset
3079,Armor:Metal chain vambraces
3080,Armor:Metal scale aventail
3081,Armor:Metal scale balaclava
3082,Armor:Metal scale gloves
3083,Armor:Metal scale greaves
3084,Armor:Metal scale hauberk
3085,Armor:Metal scale helm
3086,Armor:Metal scale mask
3087,Armor:Metal scale shirt
3088,Armor:Metal scale tasset
3089,Armor:Metal scale vambraces
3090,Armor:Midnight black great helm with twisted horns protruding from the sides
3091,Armor:Midnight blue double leathers tooled with a chaotic shrike and thorn pattern
3092,Armor:Midnight blue leather robes embossed with the image of a shrew
3093,Armor:Midnight green morgawr-scale legwraps
3094,Armor:Midnight-black helm shaped like a jackal's head
3095,Armor:Milady's cloak
3096,Armor:Mini leather legguards
3097,Armor:Mini leather vambraces
3098,Armor:Mirror-finished obsidian plate blazoned with a crimson dragon rampant over a rising sun
3099,Armor:Mirror-finished silver plate bedecked with loops of blued steel chain
3100,Armor:Mirrored helm with strips of storm grey enamel over the visor
3101,Armor:Misshapen black leather mask
3102,Armor:Misshapen bone breastplate with pitted grooves
3103,Armor:Misshapen bone gauntlets with sharpened talons
3104,Armor:Misshapen bone mask
3105,Armor:Misty grey hunters trimmed in delicate white dove feathers
3106,Armor:Misty mail coif crowned with a haze sapphire
3107,Armor:Moldy leather armor
3108,Armor:Moldy leather hood
3109,Armor:Monstrous black dragon helm
3110,Armor:Moonlight-hued chain gloves with a visible silken lining
3111,Armor:Morgawr-scale cowl with a membranous headfin
3112,Armor:Moss green leather greaves embossed with oak leaves
3113,Armor:Moss green leathers with a row of brass buckled strapping along the chestpiece
3114,Armor:Mossy green leather mask with subtle brown undertones
3115,Armor:Mottled black double leathers tooled with an overlapping scale pattern
3116,Armor:Mottled brown and grey robe
3117,Armor:Mottled grey gloves
3118,Armor:Mottled grey hood
3119,Armor:Mottled leathers
3120,Armor:Mottled pair of double leathers painted with a glaring panther
3121,Armor:Mud-caked cuirbouilli coat
3122,Armor:Mud-caked double leather
3123,Armor:Mud-caked half plate
3124,Armor:Mud-caked leather helm
3125,Armor:Mud-caked metal breastplate
3126,Armor:Muddy bone-studded greaves
3127,Armor:Multi-colored chain greaves worked with a diamond pattern in the mesh
3128,Armor:Multilayered black robe slashed to reveal tendrils of silver (1)
3129,Armor:Multilayered black robe slashed to reveal tendrils of silver (2)
3130,Armor:Muracite gauntlets with craggy kertig protrusions
3131,Armor:Muracite great helm sculpted to resemble the visage of a yawning shrew
3132,Armor:Murky shaman's war greaves set with metal plates
3133,Armor:Muted black battle leathers branded with a silver wolf
3134,Armor:Neckguard
3135,Armor:Night black panther mask with jade green eyeplates
3136,Armor:Night-black jousting plate streaked with bolts of lightning
3137,Armor:Nightmare black gloves
3138,Armor:Nightmare black gloves painted with skeleton hands
3139,Armor:Nightmare black hood painted with a leering skull
3140,Armor:Nightmare black leathers
3141,Armor:Nightmare black robe emblazed with a flaming skull
3142,Armor:Nondescript purple hood (1)
3143,Armor:Nondescript purple hood (2)
3144,Armor:Notched aventail (crafted)
3145,Armor:Notched bone breastplate with crocodile skull pauldrons
3146,Armor:Notched bone mask with a bright scarlet ball set between the eyes
3147,Armor:Notched cap (crafted)
3148,Armor:Notched gloves (crafted)
3149,Armor:Notched helm (crafted)
3150,Armor:Notched mask (crafted)
3151,Armor:Notched morgawr bone balaclava crafted to form a hollow-eyed skull
3152,Armor:Notched morgawr bone gloves tipped with gleaming white fangs
3153,Armor:Notched morgawr bone robe with generous folds of kau leather
3154,Armor:Notched morgawr bone sleeves wrapped in generous folds of kau leather
3155,Armor:Nubby leather goblin skull mask
3156,Armor:Obsidian helm with a burnished silver visor and scarlet gryphon plumes
3157,Armor:Oddly assembled full battle plate covered with blighted gold symbols
3158,Armor:Oddly reflective steel-alloy chain hauberk
3159,Armor:Oiled black barmail
3160,Armor:Oiled black leather armor fashioned to resemble a beetle
3161,Armor:Oiled leather armor reinforced with darkened steel plates and spiked guards
3162,Armor:Oiled leather jacket
3163,Armor:Oiled leather jacket with a high collar
3164,Armor:Oiled onyx-hide cowl bearing thick dark-tinted lenses set inside an expressionless mask
3165,Armor:Oiled onyx-hide gloves with hooked tips and webbing visible between the fingers
3166,Armor:Oiled onyx-hide leathers stamped with an elaborate embossed pattern resembling scales
3167,Armor:Old leather helm tooled with writhing serpents
3168,Armor:Old massive plate armor
3169,Armor:Olvi hunting leathers with the tiny image of a black panther finely tooled on the back
3170,Armor:Olvi war coat
3171,Armor:Orange and black striped leather mask with diamond eyeholes
3172,Armor:Orange leather helm tooled with a dragon
3173,Armor:Orange-red chain hauberk painted to resemble the plumage of a fiery phoenix
3174,Armor:Ornamental jade claw guards with etched silver tips
3175,Armor:Ornate full-visored galea (crafted)
3176,Armor:Ornate silver court plate bedecked with loops of polished red-gold chain
3177,Armor:Ornately decorated breastplate
3178,Armor:Ornately scaled mask with red googly eyes immediately above tiny eye slits
3179,Armor:Oxblood leathers striated to look like exposed muscle
3180,Armor:Oxblood leathers tools with an elaborate feather pattern
3181,Armor:Padded black brocade hauberk
3182,Armor:Padded black linen robe trimmed in ruby-red barkcloth at the cuffs
3183,Armor:Padded burgundy brocade hauberk trimmed with gilded embroidery
3184,Armor:Padded chain haqueton
3185,Armor:Padded chain helm smudged with paint in camouflage colors
3186,Armor:Padded deep green suede jacket embossed with a pattern of oak leaves
3187,Armor:Padded field plate armor smudged with paint in camouflage colors
3188,Armor:Padded gauntlets smudged with paint in camouflage colors
3189,Armor:Padded gloves (crafted)
3190,Armor:Padded great helm smudged with paint in camouflage colors
3191,Armor:Padded hauberk embroidered with a crimson phoenix in flames
3192,Armor:Padded ivory cloth gloves spotted with black ink (1)
3193,Armor:Padded ivory cloth gloves spotted with black ink (2)
3194,Armor:Padded ivory cloth hood with golden trim (1)
3195,Armor:Padded ivory cloth hood with golden trim (2)
3196,Armor:Padded ivory cloth robe bearing small ink stains (1)
3197,Armor:Padded ivory cloth robe bearing small ink stains (2)
3198,Armor:Padded leather gloves splatter-dyed in an array of camouflage colors
3199,Armor:Padded leather helm splatter-dyed in an array of camouflage colors
3200,Armor:Padded leather hunters
3201,Armor:Padded leather thigh boots
3202,Armor:Padded leather woodcutter's gloves
3203,Armor:Padded leathers painted with multi-colored diamonds
3204,Armor:Padded linen pants laced at the sides with bright blue leather cords (1)
3205,Armor:Padded linen pants laced at the sides with bright blue leather cords (2)
3206,Armor:Padded mail gloves smudged with paint in camouflage colors
3207,Armor:Padded mask (crafted)
3208,Armor:Padded Musparan silk robe
3209,Armor:Padded sheepskin robe
3210,Armor:Padded steelsilk gloves trimmed with smoky brocade
3211,Armor:Padded steelsilk hood trimmed with smoky brocade
3212,Armor:Padded steelsilk mask with brocade edging
3213,Armor:Padded tabard (crafted)
3214,Armor:Padded trollskin breastplate
3215,Armor:Painted bone gauntlets
3216,Armor:Painted bone mask
3217,Armor:Pair of articulated gauntlets made from welded-together spoons
3218,Armor:Pair of articulated ironwood gauntlets (1)
3219,Armor:Pair of articulated ironwood gauntlets (2)
3220,Armor:Pair of articulated ironwood greaves (1)
3221,Armor:Pair of articulated ironwood greaves (2)
3222,Armor:Pair of articulated ivory gauntlets (1)
3223,Armor:Pair of articulated ivory gauntlets (2)
3224,Armor:Pair of articulated ivory greaves (1)
3225,Armor:Pair of articulated ivory greaves (2)
3226,Armor:Pair of articulated plate gauntlets set with pearls
3227,Armor:Pair of black leather gloves embroidered along the cuffs with red flames
3228,Armor:Pair of black leather gloves with buckles at the wrists
3229,Armor:Pair of black platemail gauntlets set with a small disc
3230,Armor:Pair of black quilted pants with a wide leather belt
3231,Armor:Pair of black-tinted mail gloves set with a small disc
3232,Armor:Pair of blackened gauntlets etched with a campfire at the wrists
3233,Armor:Pair of blackened plate handguards edged in silver (1)
3234,Armor:Pair of blackened plate handguards edged in silver (2)
3235,Armor:Pair of blackened steel gloves with black gold links
3236,Armor:Pair of bleached boots crafted from several rib cages
3237,Armor:Pair of blued chain gloves with brilliant garnets embellishing the knuckles
3238,Armor:Pair of bone boots adorned with finely sharpened goat horns
3239,Armor:Pair of brass-framed goggles with double leather straps
3240,Armor:Pair of brigandine gloves inlaid with red jade flames
3241,Armor:Pair of brigandine greaves inlaid with fiery-hued jade flames
3242,Armor:Pair of brigandine vambraces inlaid with fiery-hued jade flames
3243,Armor:Pair of brightly polished boots of interlocking silver and copper scale
3244,Armor:Pair of brocade gloves with intricate steelsilk threading
3245,Armor:Pair of bronze gauntlets
3246,Armor:Pair of bronze-plated goggles with a wide frame
3247,Armor:Pair of brown leather gloves embroidered along the cuffs with grey tornados
3248,Armor:Pair of brown platemail gauntlets set with a small disc
3249,Armor:Pair of brown-tinted mail gloves set with a small disc
3250,Armor:Pair of bulky fishmonger's gloves
3251,Armor:Pair of chain gloves painted with a crest
3252,Armor:Pair of clouded goggles reinforced with tiny bones
3253,Armor:Pair of dark and gleaming mail boots
3254,Armor:Pair of dark blue leather gloves edged with a pale band of blue
3255,Armor:Pair of dark blue platemail gauntlets set with a small disc
3256,Armor:Pair of darkly tinted mail gloves set with a small disc
3257,Armor:Pair of darkly variegated shadowleaf pants
3258,Armor:Pair of deep brown leather gloves with sculpted leaves upon their backs
3259,Armor:Pair of dirty plate boots adorned with golden scrollwork
3260,Armor:Pair of dirty scavenger's gloves
3261,Armor:Pair of dusky green-grey heavy plate gauntlets
3262,Armor:Pair of dusky-grey cloth gloves with silver buckles on the wrists
3263,Armor:Pair of dusky-grey padded sleeves with silver buckles
3264,Armor:Pair of dusky-grey thick cloth pants cut to fit around a boot
3265,Armor:Pair of ebony leather gloves
3266,Armor:Pair of faeweave assassin's pants with gusseted seams
3267,Armor:Pair of fluted platemail vambraces crafted from resplendent telothian
3268,Armor:Pair of frayed gloves
3269,Armor:Pair of fur-lined mesh gauntlets with sleeping gerbils emblazoned on the palms
3270,Armor:Pair of gauntlets with platinum spiked cuffs shaped like curved fangs and claws
3271,Armor:Pair of gilded steel mesh gauntlets adorned with aquamarines
