,0
2099,"Shield:Tower shield painted with the words, ""Live by the sword, die by the sword!"""
2100,Shield:Tower shield twined with images of several vengeful adders
2101,Shield:Triangular black tursa sipar inlaid with the emblem of Saint Detlef
2102,Shield:Triangular ceremonial sipar accented with blue gold trim
2103,Shield:Triangular medium shield centered with a semicircle of oravir spikes
2104,Shield:Triangular shield covered with a layer of shark skin
2105,Shield:Triangular shield embellished with ornate etching
2106,Shield:Triangular sipar
2107,Shield:Triangular sipar embossed with a circle bounded by a square
2108,Shield:Triangular sipar stamped with the emblem of Saint Aesetani in gold
2109,Shield:Triangular steel sipar embellished with the image of a flying pig
2110,Shield:Triple-reinforced vardite pavise shield
2111,Shield:Turtle shell shield
2112,Shield:Twilight-purple heater shield emblazoned with the sleeping eye of G'nar Peth
2113,Shield:Vardite kite shield painted with two crossed wands over a golden key
2114,Shield:Vardite tower shield depicting a snarling razortusk boar
2115,Shield:Variog
2116,Shield:Warrior's shield shaped into the visage of Saint Garrock
2117,Shield:Warrior's tower shield
2118,Shield:Weatherbeaten buckler crafted from broken deck boards
2119,Shield:White enameled tower shield artfully decorated with ruby roses
2120,Shield:White kite shield
2121,Shield:White kite shield featuring a stylized red la'tami
2122,Shield:White kite shield painted with a large yellow lightning bolt
2123,Shield:White kite shield painted with notes and clefs
2124,Shield:White oval shield embossed with a rearing stallion
2125,Shield:White oval shield painted with a still life
2126,Shield:White painted kite shield with orange flowers
2127,Shield:White painted targe with blue flowers
2128,Shield:White tower shield embellished with a simple blue circle
2129,Shield:White-gold tower shield acid-etched with the image of an armored knight upon a rearing Kirmalia stallion
2130,Shield:Wide steel tower shield inset with a seaglass mosaic
2131,Shield:Wooden food tray
2132,Shield:Wooden medium shield with a smeared red handprint
2133,Shield:Wooden shield painted with a trio of black galleons
2134,Shield:Zingana carving board shield
2135,Shield:Studded metal targe polished to a fine gleam
2136,Shield:Studded sand-scarred shield
2137,Shield:Studded steel shield with a central boss shaped like a snarling lion
2138,Shield:Sturdy steel-banded buckler etched with a star-shaped cluster of plovik leaves
2139,Shield:Sturdy steel-banded buckler etched with a vicious alfar avenger wielding a fiery broadsword
2140,Shield:Sturdy steel-banded buckler etched with hulnik grass curling around the edges
2141,Shield:Sturdy white leather buckler with a penguin painted on it
2142,Shield:Tall tower shield painted a mottled green and gold (1)
2143,Shield:Tall tower shield painted a mottled green and gold (2)
2144,Shield:Targe (leather)
2145,Shield:Targe (metal)
2146,Shield:Targe painted with a stylized hemidemisemiquaver
2147,Shield:Target shield
2148,Shield:Target shield (leather)
2149,Shield:Target shield (metal)
2150,Shield:Target shield emblazoned with a jester's jovial face
2151,Shield:Target shield painted with a pair of crests
2152,Shield:Tarnished target shield displaying a large tankard
2153,Shield:Tarnished target shield embossed with a rearing stallion
2154,Shield:Tarnished target shield etched with a broken-hearted turnip
2155,Shield:Tarnished tower shield etched with a broken hearted turnip
2156,Shield:Thick leather variog surmounted with a blackened steel boss
2157,Shield:Tiny black shield stamped with a goblin skull
2158,Shield:Tower shield (1)
2159,Shield:Tower shield (2)
2160,Shield:Tower shield (crafted)
2161,Shield:Tower shield emblazoned with a grinning dragon sitting atop a pile of metal
2162,Shield:Tower shield emblazoned with a red and yellow sun
2163,"Shield:Tower shield enameled with red and yellow flames and the words, ""Death before dishonor!"""
2164,Shield:Tower shield engraved with a wreath of vines encircling a crossed sword and lute
2165,Shield:Tower shield painted in quadrants of blue and gold
2166,Shield:Tower shield painted in quadrants of red and black
2167,Shield:Tower shield painted with a charging bull
2168,"Shield:Tower shield painted with the words, ""Death before dishonor!"""
2169,"Shield:Tower shield painted with the words, ""Live by the sword, die by the sword!"""
2170,Shield:Tower shield twined with images of several vengeful adders
2171,Shield:Triangular black tursa sipar inlaid with the emblem of Saint Detlef
2172,Shield:Triangular ceremonial sipar accented with blue gold trim
2173,Shield:Triangular medium shield centered with a semicircle of oravir spikes
2174,Shield:Triangular shield covered with a layer of shark skin
2175,Shield:Triangular shield embellished with ornate etching
2176,Shield:Triangular sipar
2177,Shield:Triangular sipar embossed with a circle bounded by a square
2178,Shield:Triangular sipar stamped with the emblem of Saint Aesetani in gold
2179,Shield:Triangular steel sipar embellished with the image of a flying pig
2180,Shield:Triple-reinforced vardite pavise shield
2181,Shield:Turtle shell shield
2182,Shield:Twilight-purple heater shield emblazoned with the sleeping eye of G'nar Peth
2183,Shield:Vardite kite shield painted with two crossed wands over a golden key
2184,Shield:Vardite tower shield depicting a snarling razortusk boar
2185,Shield:Variog
2186,Shield:Warrior's shield shaped into the visage of Saint Garrock
2187,Shield:Warrior's tower shield
2188,Shield:Weatherbeaten buckler crafted from broken deck boards
2189,Shield:White enameled tower shield artfully decorated with ruby roses
2190,Shield:White kite shield
2191,Shield:White kite shield featuring a stylized red la'tami
2192,Shield:White kite shield painted with a large yellow lightning bolt
2193,Shield:White kite shield painted with notes and clefs
2194,Shield:White oval shield embossed with a rearing stallion
2195,Shield:White oval shield painted with a still life
2196,Shield:White painted kite shield with orange flowers
2197,Shield:White painted targe with blue flowers
2198,Shield:White tower shield embellished with a simple blue circle
2199,Shield:White-gold tower shield acid-etched with the image of an armored knight upon a rearing Kirmalia stallion
2200,Shield:Wide steel tower shield inset with a seaglass mosaic
2201,Shield:Wooden food tray
2202,Shield:Wooden medium shield with a smeared red handprint
2203,Shield:Wooden shield painted with a trio of black galleons
2204,Shield:Zingana carving board shield
2205,Shield:Studded metal targe polished to a fine gleam
2206,Shield:Studded sand-scarred shield
2207,Shield:Studded steel shield with a central boss shaped like a snarling lion
2208,Shield:Sturdy steel-banded buckler etched with a star-shaped cluster of plovik leaves
2209,Shield:Sturdy steel-banded buckler etched with a vicious alfar avenger wielding a fiery broadsword
2210,Shield:Sturdy steel-banded buckler etched with hulnik grass curling around the edges
2211,Shield:Sturdy white leather buckler with a penguin painted on it
2212,Shield:Tall tower shield painted a mottled green and gold (1)
2213,Shield:Tall tower shield painted a mottled green and gold (2)
2214,Shield:Targe (leather)
2215,Shield:Targe (metal)
2216,Shield:Targe painted with a stylized hemidemisemiquaver
2217,Shield:Target shield
2218,Shield:Target shield (leather)
2219,Shield:Target shield (metal)
2220,Shield:Target shield emblazoned with a jester's jovial face
2221,Shield:Target shield painted with a pair of crests
2222,Shield:Tarnished target shield displaying a large tankard
2223,Shield:Tarnished target shield embossed with a rearing stallion
2224,Shield:Tarnished target shield etched with a broken-hearted turnip
2225,Shield:Tarnished tower shield etched with a broken hearted turnip
2226,Shield:Thick leather variog surmounted with a blackened steel boss
2227,Shield:Tiny black shield stamped with a goblin skull
2228,Shield:Tower shield (1)
2229,Shield:Tower shield (2)
2230,Shield:Tower shield (crafted)
2231,Shield:Tower shield emblazoned with a grinning dragon sitting atop a pile of metal
2232,Shield:Tower shield emblazoned with a red and yellow sun
2233,"Shield:Tower shield enameled with red and yellow flames and the words, ""Death before dishonor!"""
2234,Shield:Tower shield engraved with a wreath of vines encircling a crossed sword and lute
2235,Shield:Tower shield painted in quadrants of blue and gold
2236,Shield:Tower shield painted in quadrants of red and black
2237,Shield:Tower shield painted with a charging bull
2238,"Shield:Tower shield painted with the words, ""Death before dishonor!"""
2239,"Shield:Tower shield painted with the words, ""Live by the sword, die by the sword!"""
2240,Shield:Tower shield twined with images of several vengeful adders
2241,Shield:Triangular black tursa sipar inlaid with the emblem of Saint Detlef
2242,Shield:Triangular ceremonial sipar accented with blue gold trim
2243,Shield:Triangular medium shield centered with a semicircle of oravir spikes
2244,Shield:Triangular shield covered with a layer of shark skin
2245,Shield:Triangular shield embellished with ornate etching
2246,Shield:Triangular sipar
2247,Shield:Triangular sipar embossed with a circle bounded by a square
2248,Shield:Triangular sipar stamped with the emblem of Saint Aesetani in gold
2249,Shield:Triangular steel sipar embellished with the image of a flying pig
2250,Shield:Triple-reinforced vardite pavise shield
2251,Shield:Turtle shell shield
2252,Shield:Twilight-purple heater shield emblazoned with the sleeping eye of G'nar Peth
2253,Shield:Vardite kite shield painted with two crossed wands over a golden key
2254,Shield:Vardite tower shield depicting a snarling razortusk boar
2255,Shield:Variog
2256,Shield:Warrior's shield shaped into the visage of Saint Garrock
2257,Shield:Warrior's tower shield
2258,Shield:Weatherbeaten buckler crafted from broken deck boards
2259,Shield:White enameled tower shield artfully decorated with ruby roses
2260,Shield:White kite shield
2261,Shield:White kite shield featuring a stylized red la'tami
2262,Shield:White kite shield painted with a large yellow lightning bolt
2263,Shield:White kite shield painted with notes and clefs
2264,Shield:White oval shield embossed with a rearing stallion
2265,Shield:White oval shield painted with a still life
2266,Shield:White painted kite shield with orange flowers
2267,Shield:White painted targe with blue flowers
2268,Shield:White tower shield embellished with a simple blue circle
2269,Shield:White-gold tower shield acid-etched with the image of an armored knight upon a rearing Kirmalia stallion
2270,Shield:Wide steel tower shield inset with a seaglass mosaic
2271,Shield:Wooden food tray
2272,Shield:Wooden medium shield with a smeared red handprint
2273,Shield:Wooden shield painted with a trio of black galleons
2274,Shield:Zingana carving board shield
2275,Shield:Studded metal targe polished to a fine gleam
2276,Shield:Studded sand-scarred shield
2277,Shield:Studded steel shield with a central boss shaped like a snarling lion
2278,Shield:Sturdy steel-banded buckler etched with a star-shaped cluster of plovik leaves
2279,Shield:Sturdy steel-banded buckler etched with a vicious alfar avenger wielding a fiery broadsword
2280,Shield:Sturdy steel-banded buckler etched with hulnik grass curling around the edges
2281,Shield:Sturdy white leather buckler with a penguin painted on it
2282,Shield:Tall tower shield painted a mottled green and gold (1)
2283,Shield:Tall tower shield painted a mottled green and gold (2)
2284,Shield:Targe (leather)
2285,Shield:Targe (metal)
2286,Shield:Targe painted with a stylized hemidemisemiquaver
2287,Shield:Target shield
2288,Shield:Target shield (leather)
2289,Shield:Target shield (metal)
2290,Shield:Target shield emblazoned with a jester's jovial face
2291,Shield:Target shield painted with a pair of crests
2292,Shield:Tarnished target shield displaying a large tankard
2293,Shield:Tarnished target shield embossed with a rearing stallion
2294,Shield:Tarnished target shield etched with a broken-hearted turnip
2295,Shield:Tarnished tower shield etched with a broken hearted turnip
2296,Shield:Thick leather variog surmounted with a blackened steel boss
2297,Shield:Tiny black shield stamped with a goblin skull
2298,Shield:Tower shield (1)
2299,Shield:Tower shield (2)
2300,Shield:Tower shield (crafted)
2301,Shield:Tower shield emblazoned with a grinning dragon sitting atop a pile of metal
2302,Shield:Tower shield emblazoned with a red and yellow sun
2303,"Shield:Tower shield enameled with red and yellow flames and the words, ""Death before dishonor!"""
2304,Shield:Tower shield engraved with a wreath of vines encircling a crossed sword and lute
2305,Shield:Tower shield painted in quadrants of blue and gold
2306,Shield:Tower shield painted in quadrants of red and black
2307,Shield:Tower shield painted with a charging bull
2308,"Shield:Tower shield painted with the words, ""Death before dishonor!"""
2309,"Shield:Tower shield painted with the words, ""Live by the sword, die by the sword!"""
2310,Shield:Tower shield twined with images of several vengeful adders
2311,Shield:Triangular black tursa sipar inlaid with the emblem of Saint Detlef
2312,Shield:Triangular ceremonial sipar accented with blue gold trim
2313,Shield:Triangular medium shield centered with a semicircle of oravir spikes
2314,Shield:Triangular shield covered with a layer of shark skin
2315,Shield:Triangular shield embellished with ornate etching
2316,Shield:Triangular sipar
2317,Shield:Triangular sipar embossed with a circle bounded by a square
2318,Shield:Triangular sipar stamped with the emblem of Saint Aesetani in gold
2319,Shield:Triangular steel sipar embellished with the image of a flying pig
2320,Shield:Triple-reinforced vardite pavise shield
2321,Shield:Turtle shell shield
2322,Shield:Twilight-purple heater shield emblazoned with the sleeping eye of G'nar Peth
2323,Shield:Vardite kite shield painted with two crossed wands over a golden key
2324,Shield:Vardite tower shield depicting a snarling razortusk boar
2325,Shield:Variog
2326,Shield:Warrior's shield shaped into the visage of Saint Garrock
2327,Shield:Warrior's tower shield
2328,Shield:Weatherbeaten buckler crafted from broken deck boards
2329,Shield:White enameled tower shield artfully decorated with ruby roses
2330,Shield:White kite shield
2331,Shield:White kite shield featuring a stylized red la'tami
2332,Shield:White kite shield painted with a large yellow lightning bolt
2333,Shield:White kite shield painted with notes and clefs
2334,Shield:White oval shield embossed with a rearing stallion
2335,Shield:White oval shield painted with a still life
2336,Shield:White painted kite shield with orange flowers
2337,Shield:White painted targe with blue flowers
2338,Shield:White tower shield embellished with a simple blue circle
2339,Shield:White-gold tower shield acid-etched with the image of an armored knight upon a rearing Kirmalia stallion
2340,Shield:Wide steel tower shield inset with a seaglass mosaic
2341,Shield:Wooden food tray
2342,Shield:Wooden medium shield with a smeared red handprint
2343,Shield:Wooden shield painted with a trio of black galleons
2344,Shield:Zingana carving board shield
2345,Shield:Studded metal targe polished to a fine gleam
2346,Shield:Studded sand-scarred shield
2347,Shield:Studded steel shield with a central boss shaped like a snarling lion
2348,Shield:Sturdy steel-banded buckler etched with a star-shaped cluster of plovik leaves
2349,Shield:Sturdy steel-banded buckler etched with a vicious alfar avenger wielding a fiery broadsword
2350,Shield:Sturdy steel-banded buckler etched with hulnik grass curling around the edges
2351,Shield:Sturdy white leather buckler with a penguin painted on it
2352,Shield:Tall tower shield painted a mottled green and gold (1)
2353,Shield:Tall tower shield painted a mottled green and gold (2)
2354,Shield:Targe (leather)
2355,Shield:Targe (metal)
2356,Shield:Targe painted with a stylized hemidemisemiquaver
2357,Shield:Target shield
2358,Shield:Target shield (leather)
2359,Shield:Target shield (metal)
2360,Shield:Target shield emblazoned with a jester's jovial face
2361,Shield:Target shield painted with a pair of crests
2362,Shield:Tarnished target shield displaying a large tankard
2363,Shield:Tarnished target shield embossed with a rearing stallion
2364,Shield:Tarnished target shield etched with a broken-hearted turnip
2365,Shield:Tarnished tower shield etched with a broken hearted turnip
2366,Shield:Thick leather variog surmounted with a blackened steel boss
2367,Shield:Tiny black shield stamped with a goblin skull
2368,Shield:Tower shield (1)
2369,Shield:Tower shield (2)
2370,Shield:Tower shield (crafted)
2371,Shield:Tower shield emblazoned with a grinning dragon sitting atop a pile of metal
2372,Shield:Tower shield emblazoned with a red and yellow sun
2373,"Shield:Tower shield enameled with red and yellow flames and the words, ""Death before dishonor!"""
2374,Shield:Tower shield engraved with a wreath of vines encircling a crossed sword and lute
2375,Shield:Tower shield painted in quadrants of blue and gold
2376,Shield:Tower shield painted in quadrants of red and black
2377,Shield:Tower shield painted with a charging bull
2378,"Shield:Tower shield painted with the words, ""Death before dishonor!"""
2379,"Shield:Tower shield painted with the words, ""Live by the sword, die by the sword!"""
2380,Shield:Tower shield twined with images of several vengeful adders
2381,Shield:Triangular black tursa sipar inlaid with the emblem of Saint Detlef
2382,Shield:Triangular ceremonial sipar accented with blue gold trim
2383,Shield:Triangular medium shield centered with a semicircle of oravir spikes
2384,Shield:Triangular shield covered with a layer of shark skin
2385,Shield:Triangular shield embellished with ornate etching
2386,Shield:Triangular sipar
2387,Shield:Triangular sipar embossed with a circle bounded by a square
2388,Shield:Triangular sipar stamped with the emblem of Saint Aesetani in gold
2389,Shield:Triangular steel sipar embellished with the image of a flying pig
2390,Shield:Triple-reinforced vardite pavise shield
2391,Shield:Turtle shell shield
2392,Shield:Twilight-purple heater shield emblazoned with the sleeping eye of G'nar Peth
2393,Shield:Vardite kite shield painted with two crossed wands over a golden key
2394,Shield:Vardite tower shield depicting a snarling razortusk boar
2395,Shield:Variog
2396,Shield:Warrior's shield shaped into the visage of Saint Garrock
2397,Shield:Warrior's tower shield
2398,Shield:Weatherbeaten buckler crafted from broken deck boards
2399,Shield:White enameled tower shield artfully decorated with ruby roses
2400,Shield:White kite shield
2401,Shield:White kite shield featuring a stylized red la'tami
2402,Shield:White kite shield painted with a large yellow lightning bolt
2403,Shield:White kite shield painted with notes and clefs
2404,Shield:White oval shield embossed with a rearing stallion
2405,Shield:White oval shield painted with a still life
2406,Shield:White painted kite shield with orange flowers
2407,Shield:White painted targe with blue flowers
2408,Shield:White tower shield embellished with a simple blue circle
2409,Shield:White-gold tower shield acid-etched with the image of an armored knight upon a rearing Kirmalia stallion
2410,Shield:Wide steel tower shield inset with a seaglass mosaic
2411,Shield:Wooden food tray
2412,Shield:Wooden medium shield with a smeared red handprint
2413,Shield:Wooden shield painted with a trio of black galleons
2414,Shield:Zingana carving board shield
2415,Shield:Studded metal targe polished to a fine gleam
2416,Shield:Studded sand-scarred shield
2417,Shield:Studded steel shield with a central boss shaped like a snarling lion
2418,Shield:Sturdy steel-banded buckler etched with a star-shaped cluster of plovik leaves
2419,Shield:Sturdy steel-banded buckler etched with a vicious alfar avenger wielding a fiery broadsword
2420,Shield:Sturdy steel-banded buckler etched with hulnik grass curling around the edges
2421,Shield:Sturdy white leather buckler with a penguin painted on it
2422,Shield:Tall tower shield painted a mottled green and gold (1)
2423,Shield:Tall tower shield painted a mottled green and gold (2)
2424,Shield:Targe (leather)
2425,Shield:Targe (metal)
2426,Shield:Targe painted with a stylized hemidemisemiquaver
2427,Shield:Target shield
2428,Shield:Target shield (leather)
2429,Shield:Target shield (metal)
2430,Shield:Target shield emblazoned with a jester's jovial face
2431,Shield:Target shield painted with a pair of crests
2432,Shield:Tarnished target shield displaying a large tankard
2433,Shield:Tarnished target shield embossed with a rearing stallion
2434,Shield:Tarnished target shield etched with a broken-hearted turnip
2435,Shield:Tarnished tower shield etched with a broken hearted turnip
2436,Shield:Thick leather variog surmounted with a blackened steel boss
2437,Shield:Tiny black shield stamped with a goblin skull
2438,Shield:Tower shield (1)
2439,Shield:Tower shield (2)
2440,Shield:Tower shield (crafted)
2441,Shield:Tower shield emblazoned with a grinning dragon sitting atop a pile of metal
2442,Shield:Tower shield emblazoned with a red and yellow sun
2443,"Shield:Tower shield enameled with red and yellow flames and the words, ""Death before dishonor!"""
2444,Shield:Tower shield engraved with a wreath of vines encircling a crossed sword and lute
2445,Shield:Tower shield painted in quadrants of blue and gold
2446,Shield:Tower shield painted in quadrants of red and black
2447,Shield:Tower shield painted with a charging bull
2448,"Shield:Tower shield painted with the words, ""Death before dishonor!"""
2449,"Shield:Tower shield painted with the words, ""Live by the sword, die by the sword!"""
2450,Shield:Tower shield twined with images of several vengeful adders
2451,Shield:Triangular black tursa sipar inlaid with the emblem of Saint Detlef
2452,Shield:Triangular ceremonial sipar accented with blue gold trim
2453,Shield:Triangular medium shield centered with a semicircle of oravir spikes
2454,Shield:Triangular shield covered with a layer of shark skin
2455,Shield:Triangular shield embellished with ornate etching
2456,Shield:Triangular sipar
2457,Shield:Triangular sipar embossed with a circle bounded by a square
2458,Shield:Triangular sipar stamped with the emblem of Saint Aesetani in gold
2459,Shield:Triangular steel sipar embellished with the image of a flying pig
2460,Shield:Triple-reinforced vardite pavise shield
2461,Shield:Turtle shell shield
2462,Shield:Twilight-purple heater shield emblazoned with the sleeping eye of G'nar Peth
2463,Shield:Vardite kite shield painted with two crossed wands over a golden key
2464,Shield:Vardite tower shield depicting a snarling razortusk boar
2465,Shield:Variog
2466,Shield:Warrior's shield shaped into the visage of Saint Garrock
2467,Shield:Warrior's tower shield
2468,Shield:Weatherbeaten buckler crafted from broken deck boards
2469,Shield:White enameled tower shield artfully decorated with ruby roses
2470,Shield:White kite shield
2471,Shield:White kite shield featuring a stylized red la'tami
2472,Shield:White kite shield painted with a large yellow lightning bolt
2473,Shield:White kite shield painted with notes and clefs
2474,Shield:White oval shield embossed with a rearing stallion
2475,Shield:White oval shield painted with a still life
2476,Shield:White painted kite shield with orange flowers
2477,Shield:White painted targe with blue flowers
2478,Shield:White tower shield embellished with a simple blue circle
2479,Shield:White-gold tower shield acid-etched with the image of an armored knight upon a rearing Kirmalia stallion
2480,Shield:Wide steel tower shield inset with a seaglass mosaic
2481,Shield:Wooden food tray
2482,Shield:Wooden medium shield with a smeared red handprint
2483,Shield:Wooden shield painted with a trio of black galleons
2484,Shield:Zingana carving board shield
2485,Shield:Studded metal targe polished to a fine gleam
2486,Shield:Studded sand-scarred shield
2487,Shield:Studded steel shield with a central boss shaped like a snarling lion
2488,Shield:Sturdy steel-banded buckler etched with a star-shaped cluster of plovik leaves
2489,Shield:Sturdy steel-banded buckler etched with a vicious alfar avenger wielding a fiery broadsword
2490,Shield:Sturdy steel-banded buckler etched with hulnik grass curling around the edges
2491,Shield:Sturdy white leather buckler with a penguin painted on it
2492,Shield:Tall tower shield painted a mottled green and gold (1)
2493,Shield:Tall tower shield painted a mottled green and gold (2)
2494,Shield:Targe (leather)
2495,Shield:Targe (metal)
2496,Shield:Targe painted with a stylized hemidemisemiquaver
2497,Shield:Target shield
2498,Shield:Target shield (leather)
2499,Shield:Target shield (metal)
2500,Shield:Target shield emblazoned with a jester's jovial face
2501,Shield:Target shield painted with a pair of crests
2502,Shield:Tarnished target shield displaying a large tankard
2503,Shield:Tarnished target shield embossed with a rearing stallion
2504,Shield:Tarnished target shield etched with a broken-hearted turnip
2505,Shield:Tarnished tower shield etched with a broken hearted turnip
2506,Shield:Thick leather variog surmounted with a blackened steel boss
2507,Shield:Tiny black shield stamped with a goblin skull
2508,Shield:Tower shield (1)
2509,Shield:Tower shield (2)
2510,Shield:Tower shield (crafted)
2511,Shield:Tower shield emblazoned with a grinning dragon sitting atop a pile of metal
2512,Shield:Tower shield emblazoned with a red and yellow sun
2513,"Shield:Tower shield enameled with red and yellow flames and the words, ""Death before dishonor!"""
2514,Shield:Tower shield engraved with a wreath of vines encircling a crossed sword and lute
2515,Shield:Tower shield painted in quadrants of blue and gold
2516,Shield:Tower shield painted in quadrants of red and black
2517,Shield:Tower shield painted with a charging bull
2518,"Shield:Tower shield painted with the words, ""Death before dishonor!"""
2519,"Shield:Tower shield painted with the words, ""Live by the sword, die by the sword!"""
2520,Shield:Tower shield twined with images of several vengeful adders
2521,Shield:Triangular black tursa sipar inlaid with the emblem of Saint Detlef
2522,Shield:Triangular ceremonial sipar accented with blue gold trim
2523,Shield:Triangular medium shield centered with a semicircle of oravir spikes
2524,Shield:Triangular shield covered with a layer of shark skin
2525,Shield:Triangular shield embellished with ornate etching
2526,Shield:Triangular sipar
2527,Shield:Triangular sipar embossed with a circle bounded by a square
2528,Shield:Triangular sipar stamped with the emblem of Saint Aesetani in gold
2529,Shield:Triangular steel sipar embellished with the image of a flying pig
2530,Shield:Triple-reinforced vardite pavise shield
2531,Shield:Turtle shell shield
2532,Shield:Twilight-purple heater shield emblazoned with the sleeping eye of G'nar Peth
2533,Shield:Vardite kite shield painted with two crossed wands over a golden key
2534,Shield:Vardite tower shield depicting a snarling razortusk boar
2535,Shield:Variog
2536,Shield:Warrior's shield shaped into the visage of Saint Garrock
2537,Shield:Warrior's tower shield
2538,Shield:Weatherbeaten buckler crafted from broken deck boards
2539,Shield:White enameled tower shield artfully decorated with ruby roses
2540,Shield:White kite shield
2541,Shield:White kite shield featuring a stylized red la'tami
2542,Shield:White kite shield painted with a large yellow lightning bolt
2543,Shield:White kite shield painted with notes and clefs
2544,Shield:White oval shield embossed with a rearing stallion
2545,Shield:White oval shield painted with a still life
2546,Shield:White painted kite shield with orange flowers
2547,Shield:White painted targe with blue flowers
2548,Shield:White tower shield embellished with a simple blue circle
2549,Shield:White-gold tower shield acid-etched with the image of an armored knight upon a rearing Kirmalia stallion
2550,Shield:Wide steel tower shield inset with a seaglass mosaic
2551,Shield:Wooden food tray
2552,Shield:Wooden medium shield with a smeared red handprint
2553,Shield:Wooden shield painted with a trio of black galleons
2554,Shield:Zingana carving board shield
2555,Shield:Studded metal targe polished to a fine gleam
2556,Shield:Studded sand-scarred shield
2557,Shield:Studded steel shield with a central boss shaped like a snarling lion
2558,Shield:Sturdy steel-banded buckler etched with a star-shaped cluster of plovik leaves
2559,Shield:Sturdy steel-banded buckler etched with a vicious alfar avenger wielding a fiery broadsword
2560,Shield:Sturdy steel-banded buckler etched with hulnik grass curling around the edges
2561,Shield:Sturdy white leather buckler with a penguin painted on it
2562,Shield:Tall tower shield painted a mottled green and gold (1)
2563,Shield:Tall tower shield painted a mottled green and gold (2)
2564,Shield:Targe (leather)
2565,Shield:Targe (metal)
2566,Shield:Targe painted with a stylized hemidemisemiquaver
2567,Shield:Target shield
2568,Shield:Target shield (leather)
2569,Shield:Target shield (metal)
2570,Shield:Target shield emblazoned with a jester's jovial face
2571,Shield:Target shield painted with a pair of crests
2572,Shield:Tarnished target shield displaying a large tankard
2573,Shield:Tarnished target shield embossed with a rearing stallion
2574,Shield:Tarnished target shield etched with a broken-hearted turnip
2575,Shield:Tarnished tower shield etched with a broken hearted turnip
2576,Shield:Thick leather variog surmounted with a blackened steel boss
2577,Shield:Tiny black shield stamped with a goblin skull
2578,Shield:Tower shield (1)
2579,Shield:Tower shield (2)
2580,Shield:Tower shield (crafted)
2581,Shield:Tower shield emblazoned with a grinning dragon sitting atop a pile of metal
2582,Shield:Tower shield emblazoned with a red and yellow sun
2583,"Shield:Tower shield enameled with red and yellow flames and the words, ""Death before dishonor!"""
2584,Shield:Tower shield engraved with a wreath of vines encircling a crossed sword and lute
2585,Shield:Tower shield painted in quadrants of blue and gold
2586,Shield:Tower shield painted in quadrants of red and black
2587,Shield:Tower shield painted with a charging bull
2588,"Shield:Tower shield painted with the words, ""Death before dishonor!"""
2589,"Shield:Tower shield painted with the words, ""Live by the sword, die by the sword!"""
2590,Shield:Tower shield twined with images of several vengeful adders
2591,Shield:Triangular black tursa sipar inlaid with the emblem of Saint Detlef
2592,Shield:Triangular ceremonial sipar accented with blue gold trim
2593,Shield:Triangular medium shield centered with a semicircle of oravir spikes
2594,Shield:Triangular shield covered with a layer of shark skin
2595,Shield:Triangular shield embellished with ornate etching
2596,Shield:Triangular sipar
2597,Shield:Triangular sipar embossed with a circle bounded by a square
2598,Shield:Triangular sipar stamped with the emblem of Saint Aesetani in gold
2599,Shield:Triangular steel sipar embellished with the image of a flying pig
2600,Shield:Triple-reinforced vardite pavise shield
2601,Shield:Turtle shell shield
2602,Shield:Twilight-purple heater shield emblazoned with the sleeping eye of G'nar Peth
2603,Shield:Vardite kite shield painted with two crossed wands over a golden key
2604,Shield:Vardite tower shield depicting a snarling razortusk boar
2605,Shield:Variog
2606,Shield:Warrior's shield shaped into the visage of Saint Garrock
2607,Shield:Warrior's tower shield
2608,Shield:Weatherbeaten buckler crafted from broken deck boards
2609,Shield:White enameled tower shield artfully decorated with ruby roses
2610,Shield:White kite shield
2611,Shield:White kite shield featuring a stylized red la'tami
2612,Shield:White kite shield painted with a large yellow lightning bolt
2613,Shield:White kite shield painted with notes and clefs
2614,Shield:White oval shield embossed with a rearing stallion
2615,Shield:White oval shield painted with a still life
2616,Shield:White painted kite shield with orange flowers
2617,Shield:White painted targe with blue flowers
2618,Shield:White tower shield embellished with a simple blue circle
2619,Shield:White-gold tower shield acid-etched with the image of an armored knight upon a rearing Kirmalia stallion
2620,Shield:Wide steel tower shield inset with a seaglass mosaic
2621,Shield:Wooden food tray
2622,Shield:Wooden medium shield with a smeared red handprint
2623,Shield:Wooden shield painted with a trio of black galleons
2624,Shield:Zingana carving board shield
2625,Shield:Studded metal targe polished to a fine gleam
2626,Shield:Studded sand-scarred shield
2627,Shield:Studded steel shield with a central boss shaped like a snarling lion
2628,Shield:Sturdy steel-banded buckler etched with a star-shaped cluster of plovik leaves
2629,Shield:Sturdy steel-banded buckler etched with a vicious alfar avenger wielding a fiery broadsword
2630,Shield:Sturdy steel-banded buckler etched with hulnik grass curling around the edges
2631,Shield:Sturdy white leather buckler with a penguin painted on it
2632,Shield:Tall tower shield painted a mottled green and gold (1)
2633,Shield:Tall tower shield painted a mottled green and gold (2)
2634,Shield:Targe (leather)
2635,Shield:Targe (metal)
2636,Shield:Targe painted with a stylized hemidemisemiquaver
2637,Shield:Target shield
2638,Shield:Target shield (leather)
2639,Shield:Target shield (metal)
2640,Shield:Target shield emblazoned with a jester's jovial face
2641,Shield:Target shield painted with a pair of crests
2642,Shield:Tarnished target shield displaying a large tankard
2643,Shield:Tarnished target shield embossed with a rearing stallion
