,0
3009,Weapon:Leather-cup shepherd's sling
3010,Weapon:Leather-gripped yew longbow
3011,Weapon:Leather-gripped yew shortbow
3012,Weapon:Leather-thonged bola
3013,Weapon:Leather-wrapped bastard sword with a gleaming dark blade
3014,Weapon:Leather-wrapped bludgeon (1)
3015,Weapon:Leather-wrapped bludgeon (2)
3016,Weapon:Leather-wrapped flamewood longbow reinforced with thin bands of bone
3017,Weapon:Leather-wrapped gnarled ironwood staff capped with a wide band of polished silver with three inset gemstone spheres
3018,Weapon:Leather-wrapped longbow
3019,Weapon:Leather-wrapped plowshare
3020,Weapon:Leather-wrapped shortbow tied with a dangling bundle of bones
3021,Weapon:Leather-wrapped steel carving knife
3022,Weapon:Leather-wrapped teak longbow with a brass arrow plate
3023,Weapon:Lemon-backed hickory longbow
3024,Weapon:Lemon-striped arrow
3025,Weapon:Lengthy takedown bow of slender horn
3026,Weapon:Letter opener
3027,Weapon:Lever-drawn light crossbow
3028,Weapon:Lifesculpted Aesetani applewood battle bow adorned with emerald ialalhe ribbons
3029,Weapon:Lifesculpted e'erdream forester's longbow inlaid with Huntress diamonds
3030,Weapon:Lifesculpted shadowbark pelletbow wrought as a razor-fanged dungeon rat
3031,Weapon:Lifesculpted vela'tohr vine
3032,Weapon:Light bronze throwing axe with a grass eel-shaped haft
3033,Weapon:Light bronze throwing axe with a grass eel-shaped haft (2)
3034,Weapon:Light crossbow
3035,Weapon:Light crossbow inlaid with ice blue steel strips
3036,Weapon:Light crossbow set with the crest of the Traders' guild
3037,Weapon:Light crossbow with a mahogany stock and brushed nickel hardware
3038,Weapon:Light damascene steel throwing axe
3039,Weapon:Light damascene steel throwing axe with an ironwood haft
3040,Weapon:Light ebonwood crossbow set with two jade eyes in the boltplate
3041,Weapon:Light khor'vela crossbow with a gryphon-shaped stock
3042,Weapon:Light pernach (crafted)
3043,Weapon:Light purple cinquedea
3044,Weapon:Light repeating crossbow
3045,Weapon:Light repeating crossbow with a horn bow and a scrimshaw-decorated stock
3046,Weapon:Light repeating crossbow with a polished sana'ati wood stock
3047,Weapon:Light repeating crossbow with a silver-trimmed oak stock
3048,Weapon:Light repeating crossbow with a stock made from a narwhal's tusk
3049,Weapon:Light repeating crossbow with an ivory-inlaid stock and an engraved lathe
3050,Weapon:Light silversteel throwing axe with a balanced dragonwood haft
3051,Weapon:Light sledgehammer
3052,Weapon:Light spear (bone)
3053,Weapon:Light spear (metal)
3054,Weapon:Light throwing axe (crafted)
3055,Weapon:Light throwing axe with a bloodwood handle
3056,Weapon:Light throwing axe with a heart-shaped piercing
3057,Weapon:Light throwing axe with a narrow silversteel head
3058,Weapon:Light throwing axe with a vibrant-red flamewood handle
3059,Weapon:Light war mallet with a pierced steel head
3060,Weapon:Lightened battle axe
3061,Weapon:Lightened battle axe with an intricately etched blade
3062,Weapon:Lightened bo stick
3063,Weapon:Lightened cavalry longsword with an amethyst pommel
3064,Weapon:Lightly engraved leaf-blade sword inlaid with hematite along the hilt
3065,Weapon:Lightly etched ironwood croupier's stick
3066,Weapon:Lightly etched ironwood croupier's stick (2)
3067,Weapon:Lightning bolt motifed steel boko
3068,Weapon:Lightweight bronze garz
3069,Weapon:Lightweight carved-stock crossbow
3070,Weapon:Lightweight copper-tipped spear
3071,Weapon:Lightweight hazelwood short bow engraved with a red feathered arrow
3072,Weapon:Lightweight mariner's crossbow
3073,Weapon:Lightweight mistwood crossbow
3074,Weapon:Lightweight repeating crossbow of polished hemlock set with a fluted bone boltplate
3075,Weapon:Lightweight silversteel ball and chain with a polished haizeebo handle
3076,Weapon:Lime-green sling with a calfskin pouch
3077,Weapon:Limited-edition commemorative Estate Holder's plate
3078,Weapon:Linen handwraps coated in resin and glass shards
3079,Weapon:Lion-engraved spear with a polished ebony shaft
3080,Weapon:Lion-headed broadsword
3081,Weapon:Lion-headed mace with a majestic mane of black gold
3082,Weapon:Lithe icesteel cutlass with an elaborate basket hilt
3083,Weapon:Little windsteel gardener's shovel with a blunted blade
3084,Weapon:Liver-colored carving knife with a blackened blade
3085,Weapon:Lochaber axe
3086,Weapon:Lochaber axe (crafted)
3087,Weapon:Locust wood latchbow entangled by petrified mantrap vines
3088,Weapon:Loimic scythe enameled with reaper spiders across the upper curve of the blade
3089,Weapon:Long arrow
3090,Weapon:Long bladed fishmonger's knife
3091,Weapon:Long boning knife with a steel blade
3092,Weapon:Long copperwood allarh with polished gold langets
3093,Weapon:Long elegantly-curved falchion with a yeehar-hide wrapped ironwood hilt
3094,Weapon:Long feathered dart
3095,Weapon:Long gaff hook
3096,Weapon:Long gilt-edged dagger with a central blood channel
3097,Weapon:Long haledroth pike
3098,Weapon:Long ivory blowgun embellished with emerald-inlaid tropical vines
3099,Weapon:Long macawood blowgun with a contoured mouthpiece
3100,Weapon:Long mistwood arrow
3101,Weapon:Long muracite trident covered in abyssal quartz fish scales
3102,Weapon:Long parry stick wrapped in frayed brown leather
3103,Weapon:Long reed blowgun dangling a cluster of brilliant feathers
3104,Weapon:Long rowan staff sling with a leather basket lashed to the split haft
3105,Weapon:Long sealing harpoon riveted with complex geared barbs
3106,Weapon:Long serrated dagger with a damascened blade
3107,Weapon:Long shadowbark quarterstaff wrapped in shreds of sickly purple-tinged sanguinai
3108,Weapon:Long silver arrow
3109,Weapon:Long silvered rapier with a carefully crafted hilt
3110,Weapon:Long skinning blade engraved with a running hound
3111,Weapon:Long slender sledgehammer topped with a sculpted diamondique cupcake
3112,Weapon:Long stiletto
3113,Weapon:Long stiletto with a charred hilt
3114,Weapon:Long stone dirk
3115,Weapon:Long teakwood blowgun banded with carved ivory
3116,Weapon:Long thin loaf of metal bread
3117,Weapon:Long wrench
3118,Weapon:Long-bladed cinquedea
3119,Weapon:Long-bladed falchion with a half-basket hilt
3120,Weapon:Long-bladed hunting knife
3121,Weapon:Long-bladed jade lance
3122,Weapon:Long-bladed scythe affixed to a knotted witchclaw haft
3123,Weapon:Long-bladed skinning knife engraved with deobar leaves
3124,Weapon:Long-bladed steel scalpel
3125,Weapon:Long-bladed stiletto
3126,Weapon:Long-bladed vardite hanger with a walnut handle
3127,Weapon:Long-hafted battle axe
3128,Weapon:Long-hafted greenheart bardiche with a stylized blade
3129,Weapon:Long-hafted mistwood hurling axe with silver inlay
3130,Weapon:Long-hafted war hammer
3131,Weapon:Long-handled mace crowned with a steel head bearing the crest of the Clerics' Guild
3132,Weapon:Long-handled mace crowned with a steel head bearing the crest of the Paladins' Guild
3133,Weapon:Long-handled naginata (crafted)
3134,Weapon:Long-handled throwing hammer with a steel head bearing the crest of the Clerics' Guild
3135,Weapon:Long-handled throwing hammer with a steel head bearing the crest of the Paladins' Guild
3136,Weapon:Long-handled throwing maul with a spiked head
3137,Weapon:Longbow
3138,Weapon:Longbow wrapped in hand-tooled leather
3139,Weapon:Longsword
3140,Weapon:Longsword (crafted)
3141,Weapon:Longsword crafted from pure flame
3142,Weapon:Lopsided iron bola
3143,Weapon:Lucerne hammer
3144,Weapon:Luminous uthamar jousting lance tied with frost opal icesilk ribbons
3145,Weapon:Lumium pike fashioned to resemble a sea marlin
3146,Weapon:Lumpy turnip bag
3147,Weapon:Lunat handled spiked hammer
3148,Weapon:Lunat longbow with a string of hawk feathers dangling from the grip
3149,Weapon:Lunat pike staff
3150,Weapon:Lunat-hafted boarding pike
3151,Weapon:Lunat-handled staff sling
3152,Weapon:Lustrous pearl-hilted scimitar with rubies inlaid into the blade
3153,Weapon:Lustrous pearl-pommeled damascened broadsword
3154,Weapon:Lustrous pearl-pommeled damascened broadsword (1)
3155,Weapon:Lustrous tyrium-handled broadsword with intricate etchings along the blade
3156,Weapon:Mace
3157,Weapon:Mace (1)
3158,Weapon:Mace (2)
3159,Weapon:Mace (crafted)
3160,Weapon:Mace studded with shark's teeth
3161,Weapon:Mace with a heavy spike on one side
3162,Weapon:Magnificent purple heart and osage Elothean battle bow fitted with an onyx arrow plate
3163,Weapon:Mahogany arbalest with steel fittings
3164,Weapon:Mahogany long staff with a large crystal sphere secured to its tip
3165,Weapon:Mahogany parry stick
3166,Weapon:Mahogany pole with a scimitar tied to one end
3167,Weapon:Mahogany staff sling with spidersilk whipcords
3168,Weapon:Mahogany-hafted spear with a large broad-tipped head
3169,Weapon:Mahogany-handled carving knife with a curved golden blade
3170,Weapon:Mahogany-handled Grey Raven guard's knife (1)
3171,Weapon:Mahogany-handled Grey Raven guard's knife (2)
3172,Weapon:Makeshift greathammer fashioned from a large brick set atop an iron bar
3173,Weapon:Makeshift rioter's longbow
3174,Weapon:Makeshift shank made from a sharpened spoon
3175,Weapon:Malachite-hilted bastard sword adorned by an emerald wreath
3176,Weapon:Malevolent asharsh'dai trident wrapped in strands of blackened moonsilver
3177,Weapon:Malevolent demonbone staff topped with a hollow-eyed crimson moonsilver skull
3178,Weapon:Mallet
3179,Weapon:Mallet (bone)
3180,Weapon:Mallet (metal)
3181,Weapon:Mambeli
3182,Weapon:Mambeli (crafted)
3183,Weapon:Mammoth Aldauth war icon set atop a wire-wrapped haft of redwood
3184,Weapon:Mammoth Asketi war icon set atop a haft of blighted mikkhalbamar
3185,Weapon:Mammoth Be'ort war icon set atop a haft of weeping willow
3186,Weapon:Mammoth bone cudgel
3187,Weapon:Mammoth Botolf war icon set atop a bloodstained haft of hickory
3188,Weapon:Mammoth Dergati war icon set atop a haft of black walnut
3189,Weapon:Mammoth Drogor war icon set atop a sea-worn haft of teak
3190,Weapon:Mammoth Harawep war icon set atop a haft of burrowed oak
3191,Weapon:Mammoth Huldah war icon set atop a haft of silver-green mistwood
3192,Weapon:Mammoth Idon war icon set atop a sculpted haft of satinwood
3193,Weapon:Mammoth Kerenhappuch war icon set atop a red-gold haft of rosewood
3194,Weapon:Mammoth Trothfang war icon set atop a haft of veiny copperwood
3195,Weapon:Mammoth Ushnish war icon set atop a serpentine haft of flamewood
3196,Weapon:Mammoth Zachriedek war icon set atop a haft of sickly aspen
3197,Weapon:Mammoth-hide sling
3198,Weapon:Mangy wooden mop
3199,Weapon:Mantrap spike
3200,Weapon:Map-etched throwing hammer with a flared oaken grip
3201,Weapon:Maple arbalest with iron fittings
3202,Weapon:Maple broom handle
3203,Weapon:Maple rolling pin
3204,Weapon:Maple-handled outdoors knife
3205,Weapon:Maple-hilted greatsword with the World Dragon engraved down the blade
3206,Weapon:Maple-hilted hanger engraved with lightning bolts along the blade
3207,Weapon:Maple-hilted skinning knife displaying the Rangers' Guild crest
3208,Weapon:Marauder blade
3209,Weapon:Marauder blade (crafted)
3210,Weapon:Marble statue arm
3211,Weapon:Marble stones
3212,Weapon:Marble-hilted carving knife
3213,Weapon:Marghvas knottrhamar
3214,Weapon:Mariner's arbalest with a diamondwood stock
3215,Weapon:Mariner's crossbow carved with the image of a cresting wave
3216,Weapon:Marlingspike (crafted)
3217,Weapon:Marred huntsman's axe with the crest of the Moon Mage Guild engraved upon the haft
3218,Weapon:Massive agonite estoc with an empty socket within its crossguard
3219,Weapon:Massive black steel maul
3220,Weapon:Massive claymore capped with an alshabi stone and haralun orb
3221,Weapon:Massive competition longbow hewn from lustrous wyndwood
3222,Weapon:Massive dawnfire steel greatsword with a flame-cutout along the blade
3223,Weapon:Massive double-bladed broadaxe
3224,Weapon:Massive double-bladed greataxe topped by a grinning ruby-eyed troll skull
3225,Weapon:Massive Dwarven greataxe with a bearded silversteel blade
3226,Weapon:Massive five-tined trident with a sharkskin-wrapped haft
3227,Weapon:Massive hammer of etched steel with a belzune stone head
3228,Weapon:Massive icesteel-edged greatsword with an intricately engraved crossguard
3229,Weapon:Massive kertig broadsword hilted in sigilated cambrinth
3230,Weapon:Massive kertig greatsword with a cabochon Gemfire ruby pommelstone
3231,Weapon:Massive kertig greatsword with a cabochon glacier emerald pommelstone
3232,Weapon:Massive kertig greatsword with a cabochon lightning amethyst pommelstone
3233,Weapon:Massive kertig maul with a carved felwood haft
3234,Weapon:Massive kertig maul with gnarled smokewood haft
3235,"Weapon:Massive leather-covered handbook tooled with the title ""How to Not!"""
3236,Weapon:Massive silversteel and coralite war icon of Aluna astride a mighty sea turtle
3237,Weapon:Massive snake cleaver with a thick deobar haft
3238,Weapon:Massive steel tulip enameled in delicate pinks and greens
3239,Weapon:Massive stone-bladed broadaxe
3240,Weapon:Massive table leg
3241,Weapon:Massive tomiek greatsword wrought with a haralun-legged Zynachi spider hilt
3242,Weapon:Massive tomiek greatsword wrought with a Harawep's Pawn spider hilt
3243,Weapon:Massive war hammer crafted from ironwood and steel
3244,Weapon:Massive war hammer with a warped bone hilt
3245,Weapon:Massive war mattock
3246,Weapon:Massive windsteel marauder blade
3247,Weapon:Massive wrought iron bar mace with a bogbirch grip
3248,Weapon:Masterfully engraved bloodwood crossbow dyed in varying shades of green and brown flora
3249,Weapon:Masterfully engraved bloodwood crossbow dyed in varying shades of green and brown flora (2)
3250,Weapon:Masterfully engraved claymore
3251,Weapon:Matte black broadsword inset with a trio of brilliant forest's heart diamonds
3252,Weapon:Matte black dagesse etched with the image of a battle-ready centaur
3253,Weapon:Matte black Nisha shortbow carved with cinnibar-rubbed spirals
3254,Weapon:Matte black rapier with a small orange label on the handle
3255,Weapon:Matte black scimitar with a leather wrapped hilt
3256,Weapon:Matte black shortsword with a decrepit black bone hilt
3257,Weapon:Matte finished steel flanged mace with a spike topped pommel
3258,Weapon:Matte indurium sphere
3259,Weapon:Matte steel falcata with a sharply curved blade
3260,Weapon:Matte-black dagesse etched with the image of a battle-ready centaur
3261,Weapon:Matte-finished copper kasai set in a discolored bone hilt
3262,Weapon:Mattock (crafted)
3263,Weapon:Maul (1)
3264,Weapon:Maul (2)
3265,Weapon:Maul (bone)
3266,Weapon:Maul (metal)
3267,Weapon:Maul (stone)
3268,Weapon:Maul with a wedge-shaped granite head
3269,Weapon:Meat cleaver
3270,Weapon:Mechanical gladius bearing a spent ilmenite core slotted mechanism
3271,Weapon:Mechanical greataxe bearing a spent ilmenite core slotted mechanism
3272,Weapon:Mechanical mace bearing a spent ilmenite core slotted mechanism
3273,Weapon:Mechanical sledgehammer bearing a spent ilmenite core slotted mechanism
3274,Weapon:Median-winged axe
3275,Weapon:Menacing gold trident with a trio of wickedly barbed prongs
3276,Weapon:Message arrow
3277,Weapon:Message bolt
3278,Weapon:Message dagger
3279,Weapon:Message dart
3280,Weapon:Message pellet
3281,Weapon:Metal half-handled riste
3282,Weapon:Metal shards
3283,Weapon:Metal war hammer with a cracked durian haft
3284,Weapon:Metal yoyo with a pair of cambrinth stones embedded on each side
3285,Weapon:Midnight black crossbow engraved with the image of lightning bolts along the stock
3286,Weapon:Midnight black greathammer of roughened haralun
3287,Weapon:Midnight purple Elven telo with a mistglass grip
3288,Weapon:Midnight purple elven telo with a mistglass grip and a merewaldite pommel
3289,Weapon:Mikhildis Shalsnipis
3290,Weapon:Military fork (crafted)
3291,Weapon:Milk snake-handled bola
3292,Weapon:Mineralized abyssal tubeworm casing secured with braided leather
3293,Weapon:Mineralized patella
3294,Weapon:Miniature present
3295,Weapon:Miniature toy crossbow composed of wood
3296,Weapon:Mirror-finished greatsword with an ornate hilt
3297,Weapon:Mirror-finished kertig greatsword with an intricately carved onyx hilt
3298,Weapon:Mirror-polished double-headed battle axe
3299,Weapon:Mirrored blade
3300,Weapon:Mirrored turpeer
3301,Weapon:Misericorde
3302,Weapon:Misericorde (crafted)
3303,Weapon:Mistwood atlatl with a diamondique grip
3304,Weapon:Mistwood javelin with a hardened steel tip
3305,Weapon:Mistwood longbow adorned with golden eagle feathers
3306,Weapon:Mistwood longbow with blued steel tips
3307,Weapon:Mistwood parry stick
3308,Weapon:Mistwood staff sling inlaid with a ruby scorpion
3309,Weapon:Mistwood staff sling inset with ruby stars
3310,Weapon:Mistwood staff sling with spidersilk whipcords
3311,Weapon:Mistwood steppe bow embedded with arcane icesteel symbols
3312,Weapon:Mistwood-hafted hatchet with a steel head bearing a star-shaped piercing
3313,Weapon:Modwir arbalest with a series of small notches cut into the stock
3314,Weapon:Modwir-hafted disk mace
3315,Weapon:Monogrammed foil
3316,Weapon:Monstrous spiked double axe of dark metals exuding a miasmic sanguine aura
3317,Weapon:Morjalbreth bone harpoon (1)
3318,Weapon:Morjalbreth bone harpoon (2)
3319,Weapon:Morning star (1)
3320,Weapon:Morning star (2)
3321,Weapon:Morning star (crafted)
3322,Weapon:Morning star of chitinous black tomiek
3323,Weapon:Morning star studded with Adan'f tail barbs
3324,Weapon:Morning star with blackened-steel spikes
3325,Weapon:Mud-caked carving knife
3326,Weapon:Mud-encrusted knife
3327,Weapon:Multi-colored fringed bola
3328,Weapon:Multi-colored fringed bola (2)
3329,Weapon:Multi-colored wooden mallet
3330,Weapon:Multi-headed morning star inlaid with a jade dragon on the haft
3331,Weapon:Multi-hued maul with snow owl feathers hanging
3332,Weapon:Multi-hued maul with snow owl feathers hanging from its grip
3333,Weapon:Multi-hued maul with snow owl feathers hanging from its grip (2)
3334,Weapon:Multihued morning star painted to resemble a giant lollipop
3335,Weapon:Nacre-coated thrusting sword
3336,Weapon:Nacre-inlaid skinning knife
3337,Weapon:Nail-studded rope handwraps
3338,Weapon:Namboka
3339,Weapon:Namboka with a gilded hilt
3340,Weapon:Namkomba (crafted)
3341,Weapon:Narrow copperwood-hafted pike polished to a gleaming shine
3342,Weapon:Narrow ice axe with a forged steel head
3343,Weapon:Narrow misericorde with a whiskey quartz pommel
3344,Weapon:Narrow razor-edged chirurgeon's knife
3345,Weapon:Narrow slate ulu with a curved morjalbreth tooth grip
3346,Weapon:Narrow sling crafted from a salt-stained net
3347,Weapon:Narrow steel-bladed kitchen knife with an engraved handle
3348,Weapon:Narrow throwing dagger with a chipped crystal pommel
3349,Weapon:Narrow throwing dagger with a cracked marble pommel
3350,Weapon:Narrow-bladed ceremonial dagger
3351,Weapon:Narrow-bladed flamberge
3352,Weapon:Narrow-bladed steel halberd with a carved applewood haft
3353,Weapon:Narrow-bladed steel war sword with a dragon's claw hand guard
3354,Weapon:Narrow-headed spear
3355,Weapon:Needle-bodkin arrow
3356,Weapon:Needle-point glaes fang blade with a vengeance ruby pommel
3357,Weapon:Needle-tip bolt
3358,Weapon:Needle-tipped claymore etched with elegant lettering
3359,Weapon:Needle-tipped claymore etched with elegant lettering (2)
3360,Weapon:Needle-tipped dart
3361,Weapon:Nehdalata (crafted)
3362,Weapon:Nehlata (crafted)
3363,Weapon:Ngalio
3364,Weapon:Ngalio (crafted)
3365,Weapon:Nicked ironwood standard bearing a torn white silk banner
3366,Weapon:Nicked war hammer
3367,Weapon:Niello-inlaid mace with a gloomwood haft
3368,Weapon:Night black leather sling stitched with silver stars
3369,Weapon:Nightmare-black bone club encircled by a road of glittering stars
3370,Weapon:Nightstick
3371,Weapon:Nightstick (metal)
3372,Weapon:Nightstick (wood)
3373,Weapon:Nightweaver silk sling dyed a dusky blue
3374,Weapon:Nijare (1)
3375,Weapon:Nijare (2)
3376,Weapon:Nijare (3)
3377,Weapon:Nimsha
3378,Weapon:Nimsha (crafted)
3379,Weapon:Nisha short bow
3380,Weapon:NO! arrow
3381,Weapon:NO! pellet
3382,Weapon:Notch-bladed steel khukri with a bone handle
3383,Weapon:Notched and jagged-edged broadsword
3384,Weapon:Notched black broadsword
3385,Weapon:Notched bone-hilted keyiru with a blued steel blade
3386,Weapon:Notched butcher's cleaver with a worn wooden handle
3387,Weapon:Notched hunting sword with a scarred wooden hilt
3388,Weapon:Notched hunting sword with a silk-wrapped grip
3389,Weapon:Notched hunting sword with a silk-wrapped grip (2)
3390,Weapon:Notched iron parry stick with a padded demonscale grip
3391,Weapon:Notched ironwood uku'uanstaho with a leather wrapped stock
3392,Weapon:Notched steel butcher knife with a scarred wooden handle
3393,Weapon:Notched steel greatsword
3394,Weapon:Notched teak shortbow
3395,Weapon:NOW WE'RE EVEN arrow
3396,Weapon:Oak belaying pin with tiny cracks in the knob
3397,Weapon:Oak centaur hobbyhorse with a leather wrapped staff
3398,Weapon:Oak crossbow bolt
3399,Weapon:Oak hafted triple-chain flail
3400,Weapon:Oak handled ranseur with a blackened steel head
3401,Weapon:Oak jiranoci gracefully inlaid with multi-hued shells
3402,Weapon:Oak leaf dagger
3403,Weapon:Oak lockbow with detailed mountains carved along the stock
3404,Weapon:Oak nightstick with iron banding
3405,Weapon:Oak parry stick strapped with a miniature shovel head
3406,Weapon:Oak parry stick with various faces swirling across its surface
3407,Weapon:Oak staff accented with bands of jungle turquoise
3408,Weapon:Oak staff sling with hempen whipcords
3409,Weapon:Oak staff topped by a coiled dragon clutching a crystal ball
3410,Weapon:Oak-hafted boarding axe with a wickedly spiked blade
3411,Weapon:Oak-hafted cudgel banded with steel rings
3412,Weapon:Oak-hafted glaive with a blackened steel blade
3413,Weapon:Oak-hafted halberd
3414,Weapon:Oak-hafted handaxe
3415,Weapon:Oak-hafted hurling axe with a wide steel blade inlaid with gold tracings
3416,Weapon:Oak-hafted khuj with a purple blade
3417,Weapon:Oak-hafted legionary's pilum carved with the image of a shrike
3418,Weapon:Oak-hafted sledgehammer
3419,Weapon:Oak-hafted spear carved with a dragon
3420,Weapon:Oak-hafted spear with a squid-shaped head
3421,Weapon:Oak-hafted spear wrapped in branded suede
3422,Weapon:Oak-hafted war hammer banded with bronze and bloodgem inlay
3423,Weapon:Oak-hafted war hammer inlaid with gold tracings
3424,Weapon:Oak-hafted war hammer inlaid with gold tracings (2)
3425,Weapon:Oak-hafted war mattock bearing an ornate iron hammerhead
3426,Weapon:Oak-handled halberd with a bright orange lightning bolt painted along the blade
3427,Weapon:Oak-handled haledroth halberd
3428,Weapon:Oak-handled ice pick
3429,Weapon:Oak-handled maul
3430,Weapon:Oak-handled outdoors knife
3431,Weapon:Oak-handled pruning knife
3432,Weapon:Oak-hilted scimitar engraved with sharks on the blade
3433,Weapon:Oak-hilted throwing dagger of blackened steel
3434,Weapon:Oaken impalement spike draped in tatters of silvery bloodlace
3435,Weapon:Oaken impalement stake branded with viperous coils
3436,Weapon:Oaken shillelagh
3437,Weapon:Oaken shillelagh weighted with lead
3438,Weapon:Oben (crafted)
3439,Weapon:Obsidian blade with a leather-wrapped hilt
3440,Weapon:Obsidian carving knife with a black silk-wrapped hilt
3441,Weapon:Obsidian carving knife with an etched ironwood hilt
3442,Weapon:Obsidian parry stick beset with ruby stars
3443,Weapon:Obsidian rocks
3444,Weapon:Obsidian sliver
3445,Weapon:Obsidian war mattock
3446,Weapon:Obsidian-bladed bastard sword with an electrum laced hilt
3447,Weapon:Obsidian-bladed pugio with a wire-bound leather grip
3448,Weapon:Obsidian-bladed scimitar with a wire-bound leather grip
3449,Weapon:Obsidian-edged scythe with tattered burlap grips
3450,Weapon:Obsidian-hilted bastard sword etched along the blade with hideous blackened unicorns
3451,Weapon:Obsidian-tipped bricklebranch spear wrapped with aged bands of leather
3452,Weapon:Octopus-shaped footwraps
3453,Weapon:Odd bodkin
3454,Weapon:Oddly serrated dawnfire steel shamshir surrounded in a radiant golden aura
3455,Weapon:Oddly shaped flanged mace
3456,Weapon:Oily black steel trident decorated with pitch pearls and blood rubies
3457,Weapon:Old bone
3458,Weapon:Old dented gravedigger's shovel caked with clods of dirt
3459,Weapon:Old katar
3460,Weapon:Ominously glowing icesteel blade capped by a Teiro's Hate ruby
3461,Weapon:Onyx sling stamped with a white rabbit
3462,Weapon:Onyx-handled hoof pick
3463,Weapon:Onyx-hilted bastard sword etched with a multitude of tiny spiders
3464,Weapon:Onyx-hilted bastard sword with a wave-shaped blade
3465,Weapon:Onyx-hilted haledroth longsword
3466,Weapon:Onyx-hilted katar with a snarling panther pommel
3467,Weapon:Onyx-hilted scimitar
3468,Weapon:Onyx-hilted sword
3469,Weapon:Onyx-inlaid broadsword
3470,Weapon:Onyx-inlaid broadsword with a worn leather grip
3471,Weapon:Onyx-inlaid light crossbow
3472,Weapon:Onyx-pommeled foil embellished with gold scrollwork
3473,Weapon:Ophidian staff intricately carved from bloodwood
3474,Weapon:Orange carving knife
3475,Weapon:Orange sling with a sailcloth pouch
3476,Weapon:Orange togball smasher
3477,Weapon:Orange-banded togball smasher of weighted steel
3478,Weapon:Orange-bladed dagger
3479,Weapon:Orange-striped shortstaff
3480,Weapon:Ornate claymore
3481,Weapon:Ornate crescent-bladed bardiche
3482,Weapon:Ornate fencing rapier with a swept hilt featuring three silver medallions
3483,Weapon:Ornate halberd capped with a blackened steel falcon's head
3484,Weapon:Ornate longsword with a shaped hilt
3485,Weapon:Ornate mahogany crossbow
3486,Weapon:Ornate S'Kra scimitar
3487,Weapon:Ornate skirmisher's crossbow
3488,Weapon:Ornate steel sabre adorned with stylized enamel hounds
3489,Weapon:Ornate whalebone carving knife
3490,Weapon:Ornately carved goldwood Nisha shortbow
3491,Weapon:Ornately engraved longsword with an emerald set in the hilt
3492,Weapon:Ornately gilded halberd with a white ironwood haft
3493,Weapon:Osage heartwood saddle bow inlaid with linked circles of dark horn and pale bone
3494,Weapon:Osage orange flat bow with a rough hemp grip
3495,Weapon:Osage sniper's heavy crossbow cloaked in night-dark silks
3496,Weapon:Outdoors knife
3497,Weapon:Outrider's saddle bow of ironwood with silver fist risers
3498,Weapon:Oversized book titled HOW TO KILL UNDEAD in big block letters
3499,"Weapon:Oversized folio bound in a wooden cover carved with the title ""Head's Up!"""
3500,Weapon:Oversized hand axe
3501,Weapon:Oversized iron bracer
3502,Weapon:Oversized kertig maul capped with a viciously sharp warklin impaler
3503,Weapon:Ox-tongue spear
3504,Weapon:Ox-tongue spear with a stout iron-studded haft
3505,Weapon:Oxblood red carving knife displaying the Empaths' Guild crest
3506,Weapon:Ozols nuja
3507,Weapon:Padded rope handwraps reinforced with a roll of silver coins
3508,Weapon:Painted camouflaged competition longbow with a black leather grip
3509,Weapon:Painted nightstick with pink and orange bands
3510,Weapon:Painted quadrello
3511,Weapon:Painted quill tipped with a sharp gold nib
3512,Weapon:Painted rock
3513,Weapon:Painted rosewood croupier's stick
3514,Weapon:Painted rosewood croupier's stick (2)
3515,Weapon:Painted short bow
3516,Weapon:Pair of bright yellow puddle-stomping boots
3517,Weapon:Pair of dark steel footwraps designed to appear like a wyvern's clawed feet
3518,Weapon:Pair of dusky steel hand claws fashioned to look like a wyvern's
3519,Weapon:Pair of metal cupcakes connected by a sturdy steel chain
3520,Weapon:Pair of steel-toed stomping boots
3521,Weapon:Pair of warcat fang elbow spikes
3522,Weapon:Pale green staff carved to resemble a corn stalk
3523,Weapon:Pale grey donkey hobbyhorse with long felt ears
3524,Weapon:Pale ivory long arrows
3525,Weapon:Pale light crossbow dangling a silverweave ghost from the stock
3526,Weapon:Pale mist-hued battle stonebow
3527,Weapon:Pale mist-hued blade
3528,Weapon:Pale mist-hued broadsword
3529,Weapon:Pale mist-hued dire mace
3530,Weapon:Pale mist-hued greathammer
3531,Weapon:Pale mist-hued nightstick
3532,Weapon:Pale mist-hued partisan
3533,Weapon:Pale mist-hued scepter
3534,Weapon:Pale oak rod capped with a blue glass teardrop
3535,Weapon:Pale pink leather footwraps with gold-plated toe caps
3536,Weapon:Pale silver throwing dagger
3537,Weapon:Pale silvery dao with an etched blade and gem-set hilt
3538,Weapon:Pale white spiritwood longbow adorned with frost-blue icesteel
3539,Weapon:Pale white spiritwood longbow with thirteen-pointed star tips
3540,Weapon:Pale zingana spear carved with a flame-shrouded centaur
3541,Weapon:Panther-carved stone
3542,Weapon:Parang
3543,Weapon:Parang (crafted)
3544,Weapon:Parry stick
3545,Weapon:Parry stick crafted from warped tulvora wood
3546,Weapon:Parry stick made from a petrified Adan'f femur
3547,Weapon:Partially rusted pitchfork with a gnarled elm haft
3548,Weapon:Partisan
3549,Weapon:Partisan (crafted)
3550,Weapon:Partisan with a broad woodgrain-steel blade
3551,Weapon:Partisan with a fiery stallion engraved on its steel blade
